myid = 34	numprocs = 40
OMP_NUM_THREADS: 1
threads: 1
. 
file: '../data/Ntr1E2_t1E8_dtlog_Mtot3E-7_Mmax5E-15_ecc3E-2_nofrag_acc/rand35/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr1E2_t1E8_dtlog_Mtot3E-7_Mmax5E-15_ecc3E-2_nofrag_acc/
N_tr	100
N_p	1
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E7
BREAK_TIME	14100.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	0
COLLISION	1
COALESCENCE	1
RELOCATE_PARTICLE	0
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	1
ETA	3.0E-2
ITE_MAX	2
SOLAR_RADIUS	0.00465040106951872
SOLAR_SYSTEM_LIMIT	100.0
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*3.0)
PLANET_INC	((0.01*3.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-7*1)
ECC_RMS	(0.01*3.0)
INC_RMS	((0.01*3.0)*0.5)
DELTA_HILL	10.0
T_MAX	(2.0*3.14159265358979323846*1.0E8)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	pow(10.0,1.0/8.0)
-----
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  1	   100	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+07	  1	   100	    14	4.284548531179579e-03	4.216965034285815e+02	4.950953536168276e+01
2.000000e+07	  1	   100	    12	4.594004102730917e-03	7.498942093324545e+02	1.869965551143106e+02
3.000000e+07	  1	   100	    91	5.593565396528589e-03	1.333521432163321e+03	6.915262078179454e+01
4.000000e+07	  1	   100	    46	5.594476946653087e-03	1.778279410038919e+03	8.915525926590918e+01
5.000000e+07	  1	   100	    25	4.469924549080513e-03	1.778279410038919e+03	5.540666869726224e+02
6.000000e+07	  1	   100	    35	3.762308311608186e-03	2.371373705661650e+03	4.266039204847944e+02
7.000000e+07	  1	   100	    15	4.173972614110231e-03	3.162277660168373e+03	1.005855034149819e+02
8.000000e+07	  1	   100	    99	5.395265189442796e-03	3.162277660168373e+03	5.658013103177985e+02
9.000000e+07	  1	   100	    18	3.783914539660640e-03	3.162277660168373e+03	1.029394000974131e+03
1.000000e+08	  1	   100	    99	4.722589261686926e-03	4.216965034285813e+03	4.406621971508437e+02
1.100000e+08	  1	   100	    92	3.012264012426679e-03	4.216965034285813e+03	9.056730138662758e+02
1.200000e+08	  1	   100	     8	4.889652203691603e-03	4.216965034285813e+03	1.370377984232256e+03
1.300000e+08	  1	   100	    68	5.570214736813925e-03	5.623413251903478e+03	4.265000108030727e+02
1.400000e+08	  1	   100	     2	4.718056892186535e-03	5.623413251903478e+03	8.878348827707559e+02
collision No.1	6.607281e+03[yr]	i=1, j=75	r_ij=5.719396234781601e-05	radius[1]+radius[75]=5.736449168214772e-05
