myid = 0	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc1E-2_frag_noacc/rand01/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc1E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =1.420002e+00 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	   244	2.125898907531856e-03	4.216965034285821e-01	9.893947943387729e-02
2.000000e+06	  3	  3000	  1364	1.775102990838796e-03	9.999999999999994e-01	2.223391242363026e-02
3.000000e+06	  3	  3000	  2416	1.746162002857662e-03	1.333521432163323e+00	1.442917175620813e-01
4.000000e+06	  3	  3000	  2977	1.918121116792783e-03	1.778279410038922e+00	1.583247988593926e-01
5.000000e+06	  3	  3000	  2958	1.736827617552169e-03	2.371373705661654e+00	2.658962107770121e-02
collision No.1	2.749421e+00[yr]	i=3, j=1542	r_ij=6.335461247790336e-05	radius[3]+radius[1542]=6.338481524341289e-05
6.000000e+06	  3	  3000	   892	1.661382043127332e-03	2.371373705661654e+00	4.881185246011989e-01
collision No.2	3.200049e+00[yr]	i=2, j=2174	r_ij=6.328005605094385e-05	radius[2]+radius[2174]=6.338481524341289e-05
7.000000e+06	  3	  3000	  1589	1.279096125140929e-03	3.162277660168377e+00	1.643704732749221e-01
8.000000e+06	  3	  3000	   488	1.341709588621073e-03	3.162277660168377e+00	6.439556523577090e-01
9.000000e+06	  3	  3000	  1287	1.808085878159446e-03	4.216965034285820e+00	6.225447012236462e-02
1.000000e+07	  3	  3000	   216	1.363259861704171e-03	4.216965034285820e+00	5.033653446882116e-01
1.100000e+07	  3	  3000	   389	2.123935900454946e-06	4.216965034285820e+00	9.414815536411554e-01
1.200000e+07	  3	  3000	  1162	1.461496533264087e-03	4.216965034285820e+00	1.379189276919977e+00
1.300000e+07	  3	  3000	  1887	1.239218614124870e-03	5.623413251903486e+00	4.521604918723126e-01
1.400000e+07	  3	  3000	   389	4.126517729340170e-06	5.623413251903486e+00	9.339071926446625e-01
