myid = 9	numprocs = 13
OMP_NUM_THREADS: 3
threads: 3
. . . 
file: '../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc1E-2_frag_noacc/rand10/tempread.dat' does not exist. Start the initialization.
-----
DIRECTORY	../data/Ntr3E3_t1E3_dtlog_Mtot3E-5_Mmax5E-18_ecc1E-2_frag_noacc/
N_tr	3000
N_p	3
RAND_SEED	RAND_SEED
STEP_INTERVAL	1.0E6
BREAK_TIME	42900.0
ENERGY_FILE	1
ORBITALELEMENTS_FILE	1
POSI_VELO_FILE	0
POSI_VELO_ROT_FILE	0
COLLISION_FILE	1
EXECUTION_TIME	1
INTERACTION_ALL	0
INTERACTION_PLANET_TRACER	1
INTERACTION_TEST_PARTICLE	0
INDIRECT_TERM	1
FRAGMENTATION	1
COLLISION	1
COALESCENCE	0
RELOCATE_PARTICLE	1
EJECTION	0
ORBITING_SMALL_PARTICLE	1
ELIMINATE_PARTICLE	0
ETA	1.0E-2
ITE_MAX	2
PLANET_MASS	3.0E-6
PLANET_AXIS	1.0
PLANET_ECC	(0.01*1.0)
PLANET_INC	((0.01*1.0)*0.5)
PLANET_DENSITY	3.0
M_TOT	(3.0E-5*3)
ECC_RMS	(0.01*1.0)
INC_RMS	((0.01*1.0)*0.5)
DELTA_HILL	10.0
DELTA_R	0.010
DELTA_THETA	0.25*3.14159265358979323846
NEIGHBOR_MAX	200
DEPLETION_TIME_EXPLICIT	0
RHO	3.0
EPSILON_FRAG	0.2
B_FRAG	(5.0/3.0)
Q_0_FRAG	9.5E8
P_FRAG	0.453
XI	0.01
M_MAX	5.00E-18
T_MAX	(2.0*3.14159265358979323846*1.0E3)
DT_LOG	1
DT_ENE	(2.0*3.14159265358979323846*1.0E-1)
GEOMETRIC_RATIO	(sqrt(sqrt(sqrt(10.0))))
-----
alpha=1.67944	s_1=3.71665	s_2=12.6018	s_3=2.85931	h_0=3.58995e-05	Q_D=5.81724e-07
initial mass depletion timescale =1.483504e+00 [yr] (center)
-----
#step		Np	Ntr	i_sys	dt[i_sys]		t_tmp[yr]		t_sys[yr]
0.000000e+00	  3	  3000	     0	0.000000000000000e+00	0.000000000000000e+00	0.000000000000000e+00
1.000000e+06	  3	  3000	  1329	1.653079807748591e-03	4.216965034285821e-01	9.728735835936933e-02
2.000000e+06	  3	  3000	   463	1.258802869626061e-03	9.999999999999994e-01	4.089144602579484e-02
3.000000e+06	  3	  3000	  1614	1.748570988423258e-03	1.333521432163323e+00	2.301566133725340e-01
collision No.1	2.038083e+00[yr]	i=1, j=2546	r_ij=6.335250655246133e-05	radius[1]+radius[2546]=6.338481524341289e-05
4.000000e+06	  3	  3000	  1346	1.725607261012540e-03	1.778279410038922e+00	3.132751930935437e-01
5.000000e+06	  3	  3000	   319	2.022713446447618e-03	2.371373705661654e+00	2.454480143636705e-01
6.000000e+06	  3	  3000	   804	1.498798654131646e-03	2.371373705661654e+00	7.690580085593943e-01
7.000000e+06	  3	  3000	  1259	1.540788514501064e-03	3.162277660168377e+00	5.042605834667445e-01
collision No.2	4.054268e+00[yr]	i=3, j=317	r_ij=6.337208363269085e-05	radius[3]+radius[317]=6.338481524341289e-05
8.000000e+06	  3	  3000	  1166	1.460496935742146e-03	3.162277660168377e+00	1.028719480590150e+00
9.000000e+06	  3	  3000	  1025	1.816965367130865e-03	4.216965034285820e+00	4.945741041949566e-01
1.000000e+07	  3	  3000	   998	1.327998155934550e-03	4.216965034285820e+00	1.015080286619593e+00
1.100000e+07	  3	  3000	  1018	1.873960577441732e-03	5.623413251903486e+00	1.325162631748776e-01
1.200000e+07	  3	  3000	  1666	1.605097757877311e-03	5.623413251903486e+00	6.568711922747915e-01
1.300000e+07	  3	  3000	  2963	1.235233220597910e-03	5.623413251903486e+00	1.185598921744394e+00
1.400000e+07	  3	  3000	  1456	1.912786394212606e-03	5.623413251903486e+00	1.713238214265505e+00
1.500000e+07	  3	  3000	  2149	1.418459089477863e-03	7.498942093324552e+00	3.619820088138772e-01
1.600000e+07	  3	  3000	  2501	1.755870131134920e-03	7.498942093324552e+00	8.865532546728958e-01
1.700000e+07	  3	  3000	   762	2.057692097181419e-03	7.498942093324552e+00	1.409847695078861e+00
collision No.3	8.977908e+00[yr]	i=2, j=2820	r_ij=6.318321419866952e-05	radius[2]+radius[2820]=6.338481524341289e-05
collision No.4	9.306333e+00[yr]	i=2, j=103	r_ij=6.326564807552850e-05	radius[2]+radius[103]=6.338481524341289e-05
1.800000e+07	  3	  3000	  2936	1.974150648499890e-03	7.498942093324552e+00	1.936114934689332e+00
1.900000e+07	  3	  3000	   368	1.651388854158271e-03	7.498942093324552e+00	2.466051096191957e+00
2.000000e+07	  3	  3000	   622	1.836135981363277e-03	9.999999999999991e+00	4.908319147016540e-01
2.100000e+07	  3	  3000	   440	1.233324421342619e-03	9.999999999999991e+00	1.017726807944723e+00
2.200000e+07	  3	  3000	  2962	1.844011920923475e-03	9.999999999999991e+00	1.541956293967948e+00
2.300000e+07	  3	  3000	   894	1.625045250223378e-03	9.999999999999991e+00	2.069031677914576e+00
2.400000e+07	  3	  3000	   372	1.355955046859370e-03	9.999999999999991e+00	2.599755596414888e+00
2.500000e+07	  3	  3000	  1491	1.392347873731708e-03	9.999999999999991e+00	3.126696156096782e+00
2.600000e+07	  3	  3000	  1409	1.182399482735920e-03	1.333521432163323e+01	3.187453038457072e-01
2.700000e+07	  3	  3000	  1345	1.757123687375054e-03	1.333521432163323e+01	8.463437434994346e-01
collision No.5	1.432882e+01[yr]	i=3, j=2152	r_ij=6.329173550512336e-05	radius[3]+radius[2152]=6.338481524341289e-05
2.800000e+07	  3	  3000	  2989	1.403513308174353e-03	1.333521432163323e+01	1.374679653523975e+00
collision No.6	1.503427e+01[yr]	i=2, j=2688	r_ij=6.337855162616558e-05	radius[2]+radius[2688]=6.338481524341289e-05
2.900000e+07	  3	  3000	  1477	1.626867360762107e-03	1.333521432163323e+01	1.898085996572962e+00
3.000000e+07	  3	  3000	  1681	1.640472308235876e-03	1.333521432163323e+01	2.424529630118742e+00
3.100000e+07	  3	  3000	   397	1.818351910664634e-03	1.333521432163323e+01	2.954346142659471e+00
3.200000e+07	  3	  3000	  2133	1.502513862244840e-03	1.333521432163323e+01	3.482904629214734e+00
3.300000e+07	  3	  3000	   595	1.183937031244065e-03	1.333521432163323e+01	4.010857203667682e+00
3.400000e+07	  3	  3000	   980	1.544510524125294e-03	1.778279410038921e+01	8.829138828134302e-02
3.500000e+07	  3	  3000	  2240	1.700575805848309e-03	1.778279410038921e+01	6.131180687539830e-01
3.600000e+07	  3	  3000	  2584	1.824786759916201e-03	1.778279410038921e+01	1.139737444297595e+00
3.700000e+07	  3	  3000	   429	1.579708451124305e-03	1.778279410038921e+01	1.669081425686630e+00
3.800000e+07	  3	  3000	  2413	1.214274287147295e-03	1.778279410038921e+01	2.197519242165807e+00
collision No.7	2.038488e+01[yr]	i=3, j=490	r_ij=6.320501780671944e-05	radius[3]+radius[490]=6.338481524341289e-05
